Country or State/County,Station Name,Begin Date,End Date,ICAO ID,COOP ID,WBAN ID,FAA ID,NWSLI ID,WMO ID,NCDC STN ID,Lat DEC,Lat DMS,Lon DEC,Lon DMS,Elevation,Station Type,Data Available
"MINNESOTA/ANOKA","CEDAR",1919-08-01,1927-11-30,None,211420,None,None,None,None,30002846,45.16667 ,45 10' 00.012'' N,-93.06667 ,93 04' 00.012'' W,"GROUND : 888 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BECKER","TAMARAC WILDLIFE REF",1969-09-01,12/31/9999,None,218191,None,None,TWRM5,None,20010909,46.96306 ,46 57' 47.016'' N,-95.66306 ,95 39' 47.016'' W,"GROUND : 1483 FEET","LAND SURFACE, AB, COOP",3
"MINNESOTA/BECKER","UPPER CORMORANT LAKE",1990-08-01,2001-08-23,None,218458,None,None,CORM5,None,20011077,46.78583 ,46 47' 08.988'' N,-96.13083 ,96 07' 50.988'' W,"GROUND : 1215 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/BECKER","DETROIT LAKES 12E",1996-08-01,12/31/9999,None,212146,None,None,OSGM5,None,30015067,46.85722 ,46 51' 25.992'' N,-95.60556 ,95 36' 20.016'' W,"GROUND : 1537 FEET","BC, LAND SURFACE, COOP",3
"MINNESOTA/BECKER","DETROIT LAKES 1 NNE",1948-01-01,12/31/9999,None,212142,None,None,DTRM5,None,20010894,46.83722 ,46 50' 13.992'' N,-95.83722 ,95 50' 13.992'' W,"GROUND : 1355 FEET","LAND SURFACE, USHCN, AB, COOP",5
"MINNESOTA/BECKER","FRAZEE",1948-08-01,12/31/9999,None,212964,None,None,FRZM5,None,20010885,46.7336 ,46 44' 00.96'' N,-95.7063 ,95 42' 22.68'' W,"GROUND : 1380 FEET","LAND SURFACE, B, A, COOP",3
"MINNESOTA/BECKER","DETROIT LAKES",1969-10-01,12/31/9999,KDTL,None,94962,DTL,None,None,20010896,46.83333 ,46 49' 59.988'' N,-95.88333 ,95 52' 59.988'' W,"AIRPORT : 1397 FEET","SAWRS, LAND SURFACE, AWOS",None
"MINNESOTA/BELTRAMI","BEMIDJI MUNICIPAL AP",1937-01-01,12/31/9999,KBJI,210643,14958,BJI,BJI,72755,20010951,47.5 ,47 30' 00.0'' N,-94.93333 ,94 55' 59.988'' W,"GROUND : 1392 FEET","SAWRS, LAND SURFACE, AWOS, S, COOP",4
"MINNESOTA/BELTRAMI","WASKISH MUNICIPAL AP",1998-11-01,12/31/9999,KVWU,None,04983,VWU,None,None,30002196,48.15389 ,48 09' 14.004'' N,-94.51667 ,94 31' 00.012'' W,"GROUND : 1181 FEET","AWOS",None
"MINNESOTA/BELTRAMI","RED LAKE INDIAN AGCY",1948-01-01,12/31/9999,None,216795,None,None,RIAM5,None,20010980,47.8769 ,47 52' 36.84'' N,-95.0161 ,95 00' 57.96'' W,"GROUND : 1220 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/BELTRAMI","WILTON",1926-04-01,1947-08-31,None,219026,None,None,None,None,12002813,47.5 ,47 30' 00.0'' N,-95.016667 ,95 01' 00.0012'' W,"GROUND : 1460 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BELTRAMI","BEMIDJI",1987-10-01,12/31/9999,None,210643,None,None,BJIM5,None,20011070,47.5369 ,47 32' 12.84'' N,-94.8297 ,94 49' 46.92'' W,"GROUND : 1360 FEET","BC, LAND SURFACE, A, AB, COOP",4
"MINNESOTA/BELTRAMI","REDBY NO 2",1943-05-01,1943-07-31,None,216781,None,None,None,None,30002870,47.88333 ,47 52' 59.988'' N,-94.9 ,94 54' 00.0'' W,"GROUND : 1220 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BELTRAMI","REDBY",1925-09-01,1943-05-31,None,216795,None,None,None,None,30002869,47.88333 ,47 52' 59.988'' N,-94.91667 ,94 55' 00.012'' W," UNKNOWN ","LAND SURFACE, COOP",2
"MINNESOTA/BELTRAMI","RED LAKE INDIAN AGENCY",1943-08-01,1947-11-30,None,216796,None,None,None,None,30003045,47.86667 ,47 52' 00.012'' N,-95.03333 ,95 01' 59.988'' W,"GROUND : 1220 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BELTRAMI","BLACKDUCK",1988-06-01,12/31/9999,None,210809,None,None,BLDM5,None,20011068,47.67139 ,47 40' 17.004'' N,-94.5175 ,94 31' 03.0'' W,"GROUND : 1340 FEET","LAND SURFACE, AB, A, COOP",4
"MINNESOTA/BELTRAMI","WASKISH 4NE",1948-08-01,12/31/9999,None,218700,None,None,WSKM5,None,20011003,48.2063 ,48 12' 22.68'' N,-94.3938 ,94 23' 37.68'' W,"GROUND : 1200 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/BELTRAMI","THORHULT",1948-08-01,12/31/9999,None,218254,None,None,THRM5,None,20011006,48.2325 ,48 13' 57.0'' N,-95.24806 ,95 14' 53.016'' W,"GROUND : 1180 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/BELTRAMI","KELLIHER",1963-09-01,12/31/9999,None,214233,None,None,KLLM5,None,20010985,47.94222 ,47 56' 31.992'' N,-94.45528 ,94 27' 19.008'' W,"GROUND : 1390 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/BELTRAMI","BLACKDDCK RANGER STN",1948-08-01,1953-10-31,None,210803,None,None,None,None,20010964,47.71667 ,47 43' 00.012'' N,-94.56667 ,94 34' 00.012'' W,"GROUND : 1401 FEET","LAND SURFACE, COOP",3
"MINNESOTA/BENTON","PIERZ 5 E",01/01/0001,1969-01-31,None,216481,None,None,None,None,20010837,45.81667 ,45 49' 00.012'' N,-94 ,94 00' 00.0'' W,"GROUND : 1289 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BENTON","RICE",2006-05-12,12/31/9999,None,216920,None,None,RCEM5,None,30002668,45.7576 ,45 45' 27.36'' N,-94.2072 ,94 12' 25.92'' W,"GROUND : 1090 FEET","LAND SURFACE, AB, A, COOP",3
"MINNESOTA/BIG STONE","ARTICHOKE LAKE",1948-01-01,12/31/9999,None,210287,None,None,ARTM5,None,20010823,45.3783 ,45 22' 41.88'' N,-96.1541 ,96 09' 14.76'' W,"GROUND : 1093 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/BIG STONE","GRACEVILLE",1940-04-01,1947-04-30,None,213261,None,None,None,None,12002733,45.566667 ,45 34' 00.0012'' N,-96.433333 ,96 25' 59.9988'' W,"GROUND : 1111 FEET","LAND SURFACE, COOP",1
"MINNESOTA/BIG STONE","ORTONVILLE 1N",2004-11-01,12/31/9999,None,216225,None,None,ORVM5,None,30001970,45.3093 ,45 18' 33.48'' N,-96.4292 ,96 25' 45.12'' W,"GROUND : 1099 FEET","LAND SURFACE, A, B, COOP",3
"MINNESOTA/BIG STONE","CORRELL",1948-08-01,1981-05-31,None,211812,None,None,None,None,20010812,45.23333 ,45 13' 59.988'' N,-96.16667 ,96 10' 00.012'' W,"GROUND : 981 FEET","LAND SURFACE, COOP",3
"MINNESOTA/BIG STONE","ORTONVILLE",1948-08-01,1983-10-06,None,216224,None,None,None,None,20010821,45.3 ,45 18' 00.0'' N,-96.45 ,96 27' 00.0'' W,"GROUND : 981 FEET","LAND SURFACE, COOP",4
"MINNESOTA/BIG STONE","BEARDSLEY",1948-06-01,1973-10-26,None,210541,None,None,None,None,20010831,45.55 ,45 33' 00.0'' N,-96.71667 ,96 43' 00.012'' W,"GROUND : 1089 FEET","LAND SURFACE, COOP",4
"MINNESOTA/BIG STONE","ORTONVILLE MUNICIPAL MARTINSON FIELD AIRPORT",1990-12-01,12/31/9999,KVVV,None,04982,VVV,None,None,30002195,45.30556 ,45 18' 20.016'' N,-96.42417 ,96 25' 27.012'' W,"GROUND : 1100 FEET","AWOS",None
"MINNESOTA/BLUE EARTH","MANKATO",1948-01-01,2010-10-05,None,216007; 215088; 215073,None,None,MKAM5,None,20010708,44.1543 ,44 09' 15.48'' N,-94.0212 ,94 01' 16.32'' W,"GROUND : 850 FEET","LAND SURFACE, AB, COOP",3
"MINNESOTA/BLUE EARTH","MANKATO STATE",2003-10-01,2008-07-01,None,215094,None,None,MANM5,None,30001553,44.1492 ,44 08' 57.12'' N,-93.9995 ,93 59' 58.2'' W,"GROUND : 1060 FEET","LAND SURFACE, C, COOP",1
"MINNESOTA/BLUE EARTH","AMBOY",1948-08-01,1979-10-31,None,210157,None,None,None,None,20010675,43.88333 ,43 52' 59.988'' N,-94.15 ,94 09' 00.0'' W,"GROUND : 1040 FEET","LAND SURFACE, COOP",3
"MINNESOTA/BLUE EARTH","AMBOY",1981-10-29,12/31/9999,None,210157,None,None,AMBM5,None,20011041,43.8835 ,43 53' 00.6'' N,-94.1666 ,94 09' 59.76'' W,"GROUND : 1030 FEET","LAND SURFACE, A, B, AB, COOP",5
"MINNESOTA/BLUE EARTH","MANKATO RIVER",1991-10-01,12/31/9999,None,215077,None,None,MNKM5,None,20011090,44.1689 ,44 10' 08.04'' N,-94.0031 ,94 00' 11.16'' W,"GROUND : 748 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/BLUE EARTH","LAKE CRYSTAL",1907-03-01,1920-06-30,None,214441,None,None,None,None,30002919,44.1 ,44 06' 00.0'' N,-94.2 ,94 12' 00.0'' W,"GROUND : 990 FEET","LAND SURFACE, COOP",1
"MINNESOTA/BLUE EARTH","PLEASANT MOUNDS",1894-10-01,1904-12-31,None,216570,None,None,None,None,30002861,43.86667 ,43 52' 00.012'' N,-94.13333 ,94 07' 59.988'' W," UNKNOWN ","LAND SURFACE, COOP",None
"MINNESOTA/BLUE EARTH","PLEASANT MOUND",1894-10-01,1904-12-31,None,216573,None,None,None,None,12002782,44 ,44 00' 00.0'' N,-94 ,94 00' 00.0'' W,"GROUND : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",1
"MINNESOTA/BLUE EARTH","GARDEN CITY 2 W",1991-06-14,2011-05-01,None,213043,None,None,GRDM5,None,20011083,44.05 ,44 03' 00.0'' N,-94.2 ,94 12' 00.0'' W,"GROUND : 905 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/BLUE EARTH","RAPIDAN 2 NE",1953-02-01,12/31/9999,None,216749,None,None,RPDM5,None,20010700,44.11667 ,44 07' 00.012'' N,-94.03333 ,94 01' 59.988'' W,"GROUND : 775 FEET","LAND SURFACE, B, COOP",1
"MINNESOTA/BLUE EARTH","RAPIDAN 2 W",1970-04-01,2011-05-01,None,216744,None,None,RAPM5,None,20010701,44.1 ,44 06' 00.0'' N,-94.1 ,94 06' 00.0'' W,"GROUND : 808 FEET","LAND SURFACE, B, COOP",2
"MINNESOTA/BLUE EARTH","MANKATO RAD STN KTOE",1950-10-01,1978-03-31,None,215092,None,None,None,None,20010706,44.16667 ,44 10' 00.012'' N,-93.9 ,93 54' 00.0'' W,"GROUND : 850 FEET","LAND SURFACE, COOP",None
"MINNESOTA/BLUE EARTH","MANKATO MUNICIPAL AP",1937-01-01,12/31/9999,KMKT,None,14954,MKT,None,None,20010707,44.21667 ,44 13' 00.012'' N,-93.91667 ,93 55' 00.012'' W,"AIRPORT : 1021 FEET","SAWRS, AWOS III, AC, LAND SURFACE",None
"MINNESOTA/BLUE EARTH","MYRNA BLUE EARTH",1895-06-09,1895-08-31,None,215776,None,None,None,None,12002770,UNKNOWN,UNKNOWN,"GROUND : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",None
"MINNESOTA/BROWN","NEW ULM MUNICIPAL AIRPORT",1990-10-01,12/31/9999,KULM,None,04980,ULM,None,None,30002194,44.31944 ,44 19' 09.984'' N,-94.50222 ,94 30' 07.992'' W,"GROUND : 1011 FEET","AWOS",None
"MINNESOTA/BROWN","SPRINGFIELD",1934-12-01,1946-12-31,None,None,14956,None,None,None,20010709,44.23333 ,44 13' 59.988'' N,-94.95 ,94 57' 00.0'' W,"UNKNOWN : 1037 FEET","SA, LAND SURFACE",None
"MINNESOTA/BROWN","SPRINGFIELD 1 NW",1948-01-01,12/31/9999,None,217907,None,None,SPFM5; SFDM5,None,20010715,44.247 ,44 14' 49.2'' N,-94.9865 ,94 59' 11.4'' W,"GROUND : 1066 FEET","LAND SURFACE, AB, COOP",5
"MINNESOTA/BROWN","NEW ULM 2 SE",1948-06-01,2010-11-02,None,215887,None,None,NWUM5; NLMM5,None,20010714,44.3006 ,44 18' 02.16'' N,-94.4896 ,94 29' 22.56'' W,"GROUND : 890 FEET","LAND SURFACE, USHCN, A, AB, COOP",4
"MINNESOTA/BROWN","COMFREY 4 E",1948-08-01,1973-01-26,None,211718,None,None,None,None,20010702,44.11667 ,44 07' 00.012'' N,-94.81667 ,94 49' 00.012'' W,"GROUND : 1089 FEET","LAND SURFACE, COOP",4
"MINNESOTA/BROWN","NEW ULM 2 S",1952-12-01,2010-06-01,None,215892,None,None,NWUM5; NULM5,None,20010723,44.2925 ,44 17' 33.0'' N,-94.4441 ,94 26' 38.76'' W,"GROUND : 799 FEET","LAND SURFACE, A, B, COOP",1
"MINNESOTA/BROWN","NEW ULM",1973-04-01,12/31/9999,None,None,None,None,None,None,20010724,44.31667 ,44 19' 00.012'' N,-94.5 ,94 30' 00.0'' W,"UNKNOWN : 1004 FEET","SAWRS, LAND SURFACE",None
"MINNESOTA/CARLTON","CROMWELL CARLTON",1887-01-01,1896-03-31,None,211880,None,None,None,None,30002445,46.66667 ,46 40' 00.012'' N,-92.83333 ,92 49' 59.988'' W,"GROUND : 1306 FEET","LAND SURFACE, COOP",1
"MINNESOTA/CARLTON","CLOQUET",1948-01-01,12/31/9999,None,211630,None,None,CLQM5,None,20010882,46.7047 ,46 42' 16.92'' N,-92.5253 ,92 31' 31.08'' W,"GROUND : 1265 FEET","AVIATION, LAND SURFACE, USHCN, AB, A, COOP",4
"MINNESOTA/CARLTON","WRIGHT 4 NW",1961-07-01,12/31/9999,None,219173,None,None,WRIM5,None,20010884,46.6804 ,46 40' 49.44'' N,-92.9543 ,92 57' 15.48'' W,"GROUND : 1330 FEET","AVIATION, LAND SURFACE, A, AB, COOP",3
"MINNESOTA/CARLTON","MOOSE LAKE RANGER ST",1948-08-01,1960-03-01,None,215603,None,None,None,None,20010872,46.45 ,46 27' 00.0'' N,-92.76667 ,92 46' 00.012'' W,"GROUND : 1060 FEET","LAND SURFACE, COOP",3
"MINNESOTA/CARLTON","CLOQUET",1973-12-01,12/31/9999,None,None,None,None,None,None,20010883,46.7 ,46 42' 00.0'' N,-92.5 ,92 30' 00.0'' W,"UNKNOWN : 1280 FEET","SAWRS, LAND SURFACE",None
"MINNESOTA/CARLTON","MOOSE LAKE CARLTON COUNTY AIRPORT",1994-01-01,12/31/9999,KMZH,None,04954,MZH,None,None,30002181,46.41861 ,46 25' 06.996'' N,-92.80444 ,92 48' 15.984'' W,"GROUND : 1076 FEET","AWOS",None
"MINNESOTA/CARLTON","CLOQUET CARLTON COUNTY AIRPORT",1990-11-01,12/31/9999,KCOQ,None,04914,COQ,None,None,30002155,46.7025 ,46 42' 09.0'' N,-92.50417 ,92 30' 15.012'' W,"AIRPORT : 1279 FEET","AWOS",None
"MINNESOTA/CARLTON","HOLYOKE",1948-09-01,12/31/9999,None,213863,None,None,HLYM5,None,20010871,46.4675 ,46 28' 03.0'' N,-92.3903 ,92 23' 25.08'' W,"GROUND : 1034 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/CARLTON","MOOSE LAKE 1 SSE",1948-01-01,12/31/9999,None,215598,None,None,MOOM5,None,20010873,46.4378 ,46 26' 16.08'' N,-92.7578 ,92 45' 28.08'' W,"GROUND : 1110 FEET","LAND SURFACE, AB, COOP",4
"MINNESOTA/CARVER","YOUNG AMERICA 1SW",1954-11-01,2003-07-18,None,219208,None,None,YNGM5,None,20010760,44.80556 ,44 48' 20.016'' N,-94.01667 ,94 01' 00.012'' W,"GROUND : 1110 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/CARVER","WACONIA",1893-08-08,1893-11-30,None,218564,None,None,None,None,30002945,44.75 ,44 45' 00.0'' N,-93.75 ,93 45' 00.0'' W,"GROUND : 986 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CARVER","MINNEAPOLIS",1995-11-01,12/31/9999,KMPX,None,94983,None,None,None,30001893,44.84889 ,44 50' 56.004'' N,-93.56528 ,93 33' 55.008'' W,"GROUND : 946 FEET","NEXRAD",2
"MINNESOTA/CARVER","CHASKA",1948-01-01,2002-01-02,None,211465,None,None,CSKM5,None,20010765,44.8 ,44 48' 00.0'' N,-93.5833 ,93 34' 59.88'' W,"GROUND : 720 FEET","LAND SURFACE, USHCN, C, COOP",4
"MINNESOTA/CARVER","MAYERS",1941-06-01,1942-08-31,None,None,None,None,None,None,20010772,44.88333 ,44 52' 59.988'' N,-93.88333 ,93 52' 59.988'' W,"UNKNOWN : 981 FEET","AVIATION, LAND SURFACE",None
"MINNESOTA/CARVER","WATERTOWN",1948-08-01,1951-12-31,None,218713,None,None,None,None,20010787,44.96667 ,44 58' 00.012'' N,-93.85 ,93 51' 00.0'' W," UNKNOWN ","LAND SURFACE, COOP",2
"MINNESOTA/CARVER","CHASKA 2NW",2004-08-09,12/31/9999,None,211468,None,None,CHKM5,None,30001752,44.813 ,44 48' 46.8'' N,-93.6312 ,93 37' 52.32'' W,"GROUND : 923 FEET","BC, LAND SURFACE, C, COOP",3
"MINNESOTA/CARVER","CHANHASSEN WSFO",1995-12-01,12/31/9999,KMPX,211448,None,None,MPXM5; MPX,None,30000053,44.8496 ,44 50' 58.56'' N,-93.5644 ,93 33' 51.84'' W,"GROUND : 946 FEET","WFO, ABC, LAND SURFACE, COOP",4
"MINNESOTA/CARVER","HAMBURG",2008-04-24,12/31/9999,None,213470,None,None,HAMM5,None,30014745,44.7341 ,44 44' 02.76'' N,-93.9631 ,93 57' 47.16'' W,"GROUND : 999 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/CARVER","CHANHASSEN",2007-10-02,12/31/9999,None,None,None,None,None,72649,30009698,44.85 ,44 51' 00.0'' N,-93.55 ,93 33' 00.0'' W,"GROUND : 951 FEET","U-A",None
"MINNESOTA/CARVER","NORWOOD YOUNG AMERICA 1 W",2006-05-19,2008-04-23,None,215990,None,None,NYAM5,None,30003006,44.7775 ,44 46' 39.0'' N,-93.93 ,93 55' 48.0'' W,"GROUND : 998 FEET","LAND SURFACE, B, COOP",3
"MINNESOTA/CASS","REMER NO 2",1948-08-01,2001-03-14,None,216849; 216848,None,None,RMRM5,None,20010914,47.06222 ,47 03' 43.992'' N,-93.915 ,93 54' 54.0'' W,"GROUND : 1345 FEET","LAND SURFACE, AB, COOP",3
"MINNESOTA/CASS","DEEP PORTAGE",1982-11-01,12/31/9999,None,212050,None,None,DPTM5,None,20011048,46.8998 ,46 53' 59.28'' N,-94.3873 ,94 23' 14.28'' W,"GROUND : 1471 FEET","LAND SURFACE, AB, COOP",3
"MINNESOTA/CASS","BACKUS",1940-05-01,1945-07-01,None,210404,None,None,None,None,12002687,46.8 ,46 48' 00.0'' N,-94.516667 ,94 31' 00.0012'' W,"GROUND : -99999 UNKNOWN UNITS","LAND SURFACE, COOP",None
"MINNESOTA/CASS","LEECH LAKE DAM",1948-01-01,12/31/9999,None,214652,None,None,FEDM5,None,20010930,47.2467 ,47 14' 48.12'' N,-94.2228 ,94 13' 22.08'' W,"GROUND : 1302 FEET","LAND SURFACE, USHCN, AB, COOP",5
"MINNESOTA/CASS","GULL LAKE DAM",1948-01-01,12/31/9999,None,213411,None,None,GLLM5,None,20010868,46.4119 ,46 24' 42.84'' N,-94.3608 ,94 21' 38.88'' W,"GROUND : 1215 FEET","LAND SURFACE, A, AB, COOP",5
"MINNESOTA/CASS","POPLAR",1907-05-01,1907-09-30,None,216632,None,None,None,None,30002933,46.58333 ,46 34' 59.988'' N,-94.66667 ,94 40' 00.012'' W,"GROUND : 1805 FEET","LAND SURFACE, COOP",None
"MINNESOTA/CASS","WALKER RANGER",1948-08-01,12/31/9999,None,218621,None,None,WAKM5,None,20010917,47.0998 ,47 05' 59.28'' N,-94.5724 ,94 34' 20.64'' W,"GROUND : 1360 FEET","LAND SURFACE, B, COOP",4
"MINNESOTA/CASS","LONGVILLE MUNICIPAL AIRPORT",01/01/0001,12/31/9999,KXVG,None,04984,XVG,None,None,30002198,46.99 ,46 59' 24.0'' N,-94.20389 ,94 12' 14.004'' W,"GROUND : 1334 FEET","AWOS",None
"MINNESOTA/CASS","CASS LAKE",1953-04-01,12/31/9999,None,211370,None,None,None,None,20010939,47.38333 ,47 22' 59.988'' N,-94.6 ,94 36' 00.0'' W,"GROUND : 1322 FEET","LAND SURFACE, COOP",1
"MINNESOTA/CASS","WALKER AH GWAH CHING",1948-01-01,12/31/9999,None,218618,None,None,WLKM5,None,20010915,47.0744 ,47 04' 27.84'' N,-94.5699 ,94 34' 11.64'' W,"GROUND : 1410 FEET","AVIATION, LAND SURFACE, USHCN, A, COOP",4
"MINNESOTA/CASS","PINE RIVER REGIONAL AP",2005-04-25,12/31/9999,KPWC,None,54915,PWC,None,None,30002752,46.72472 ,46 43' 28.992'' N,-94.38167 ,94 22' 54.012'' W,"GROUND : 1295 FEET","LAND SURFACE, FAA, AWOS",None
"MINNESOTA/CASS","CASS LAKE",1948-01-01,12/31/9999,None,211374,None,None,CSLM5,None,20010938,47.3847 ,47 23' 04.92'' N,-94.6147 ,94 36' 52.92'' W,"GROUND : 1296 FEET","LAND SURFACE, AB, COOP",4
