previous_record,timestamp,previous_record_date,county,record,state,record_date,station_name,id
66.0,1334089251,1976-03-20,NIAGARA,77.0,NY,2012-03-20,NIAGARA FALLS INTL AP,2012-03-20--NIAGARA-FALLS-INTL-AP
59.0,1334089258,1995-03-21,NIAGARA,81.0,NY,2012-03-21,NIAGARA FALLS INTL AP,2012-03-21--NIAGARA-FALLS-INTL-AP
97.0,1335572324,2011-04-26,TOM GREEN,105.0,TX,2012-04-26,SAN ANGELO MATHIS  FLD,2012-04-26--SAN-ANGELO-MATHIS--FLD
55.0,1338445487,2003-01-03,VALLEY,60.0,NE,2012-01-03,ORD EVELYN SHARP FLD,2012-01-03--ORD-EVELYN-SHARP-FLD
54.0,1338445497,1985-01-05,VALLEY,69.0,NE,2012-01-05,ORD EVELYN SHARP FLD,2012-01-05--ORD-EVELYN-SHARP-FLD
61.0,1338445523,1992-01-30,VALLEY,68.0,NE,2012-01-30,ORD EVELYN SHARP FLD,2012-01-30--ORD-EVELYN-SHARP-FLD
64.0,1338445548,1997-03-09,VALLEY,66.0,NE,2012-03-09,ORD EVELYN SHARP FLD,2012-03-09--ORD-EVELYN-SHARP-FLD
76.0,1338445559,2007-03-13,VALLEY,80.0,NE,2012-03-13,ORD EVELYN SHARP FLD,2012-03-13--ORD-EVELYN-SHARP-FLD
73.0,1338445573,2003-03-15,VALLEY,78.0,NE,2012-03-15,ORD EVELYN SHARP FLD,2012-03-15--ORD-EVELYN-SHARP-FLD
79.0,1338445608,2003-03-31,VALLEY,85.0,NE,2012-03-31,ORD EVELYN SHARP FLD,2012-03-31--ORD-EVELYN-SHARP-FLD
86.0,1338445614,2003-04-01,VALLEY,87.0,NE,2012-04-01,ORD EVELYN SHARP FLD,2012-04-01--ORD-EVELYN-SHARP-FLD
87.0,1338445666,1986-05-04,VALLEY,87.0,NE,2012-05-04,ORD EVELYN SHARP FLD,2012-05-04--ORD-EVELYN-SHARP-FLD
89.0,1338445678,1998-05-17,VALLEY,92.0,NE,2012-05-17,ORD EVELYN SHARP FLD,2012-05-17--ORD-EVELYN-SHARP-FLD
91.0,1338445680,2009-05-18,VALLEY,91.0,NE,2012-05-18,ORD EVELYN SHARP FLD,2012-05-18--ORD-EVELYN-SHARP-FLD
88.0,1338445687,2006-05-22,VALLEY,89.0,NE,2012-05-22,ORD EVELYN SHARP FLD,2012-05-22--ORD-EVELYN-SHARP-FLD
91.0,1338445696,1985-05-26,VALLEY,94.0,NE,2012-05-26,ORD EVELYN SHARP FLD,2012-05-26--ORD-EVELYN-SHARP-FLD
111.0,1338619171,2001-05-31,SAN BERNARDINO,112.0,CA,2012-05-31,NEEDLES AP,2012-05-31--NEEDLES-AP
112.0,1338619171,2001-05-31,RIVERSIDE,112.0,CA,2012-05-31,BLYTHE ASOS,2012-05-31--BLYTHE-ASOS
44.0,1339663932,2003-01-04,DAVISON,58.0,SD,2012-01-04,MITCHELL MUNI AP,2012-01-04--MITCHELL-MUNI-AP
45.0,1339663940,1984-01-05,DAVISON,68.0,SD,2012-01-05,MITCHELL MUNI AP,2012-01-05--MITCHELL-MUNI-AP
42.0,1339663942,2008-01-06,DAVISON,50.0,SD,2012-01-06,MITCHELL MUNI AP,2012-01-06--MITCHELL-MUNI-AP
53.0,1339663967,2003-02-01,DAVISON,55.0,SD,2012-02-01,MITCHELL MUNI AP,2012-02-01--MITCHELL-MUNI-AP
60.0,1339663993,2006-03-10,DAVISON,76.0,SD,2012-03-10,MITCHELL MUNI AP,2012-03-10--MITCHELL-MUNI-AP
62.0,1339663996,1991-03-11,DAVISON,65.0,SD,2012-03-11,MITCHELL MUNI AP,2012-03-11--MITCHELL-MUNI-AP
65.0,1339664005,2007-03-13,DAVISON,82.0,SD,2012-03-13,MITCHELL MUNI AP,2012-03-13--MITCHELL-MUNI-AP
68.0,1339664017,2003-03-15,DAVISON,73.0,SD,2012-03-15,MITCHELL MUNI AP,2012-03-15--MITCHELL-MUNI-AP
75.0,1339664047,2004-03-26,DAVISON,85.0,SD,2012-03-26,MITCHELL MUNI AP,2012-03-26--MITCHELL-MUNI-AP
80.0,1339664056,2003-03-31,DAVISON,83.0,SD,2012-03-31,MITCHELL MUNI AP,2012-03-31--MITCHELL-MUNI-AP
80.0,1339664061,2003-04-01,DAVISON,92.0,SD,2012-04-01,MITCHELL MUNI AP,2012-04-01--MITCHELL-MUNI-AP
77.0,1339664067,2003-04-02,DAVISON,77.0,SD,2012-04-02,MITCHELL MUNI AP,2012-04-02--MITCHELL-MUNI-AP
84.0,1339664096,1990-04-24,DAVISON,88.0,SD,2012-04-24,MITCHELL MUNI AP,2012-04-24--MITCHELL-MUNI-AP
87.0,1339664126,1997-05-17,DAVISON,93.0,SD,2012-05-17,MITCHELL MUNI AP,2012-05-17--MITCHELL-MUNI-AP
92.0,1339664127,2009-05-18,DAVISON,93.0,SD,2012-05-18,MITCHELL MUNI AP,2012-05-18--MITCHELL-MUNI-AP
99.0,1340773918,1952-06-24,COLBERT,102.0,AL,2012-06-24,MUSCLE SHOALS AP,2012-06-24--MUSCLE-SHOALS-AP
99.0,1340773918,1998-06-24,MADISON,101.0,AL,2012-06-24,HUNTSVILLE INTL AP,2012-06-24--HUNTSVILLE-INTL-AP
100.0,1340773918,1998-06-24,PULASKI,101.0,AR,2012-06-24,LITTLE ROCK ADAMS FLD ,2012-06-24--LITTLE-ROCK-ADAMS-FLD-
100.0,1340773918,1984-06-24,GARLAND,101.0,AR,2012-06-24,HOT SPRINGS ASOS,2012-06-24--HOT-SPRINGS-ASOS
100.0,1340773918,1987-06-24,UNION,100.0,AR,2012-06-24,EL DORADO GOODWIN FLD,2012-06-24--EL-DORADO-GOODWIN-FLD
98.0,1340773918,1988-06-24,BOONE,99.0,AR,2012-06-24,HARRISON BOONE CO AP,2012-06-24--HARRISON-BOONE-CO-AP
102.0,1340773919,1980-06-24,PROWERS,110.0,CO,2012-06-24,LAMAR MUNI AP,2012-06-24--LAMAR-MUNI-AP
107.0,1340773919,1990-06-24,OTERO,110.0,CO,2012-06-24,LA JUNTA MUNICIPAL AP,2012-06-24--LA-JUNTA-MUNICIPAL-AP
105.0,1340773919,1990-06-24,PUEBLO,107.0,CO,2012-06-24,PUEBLO MEM AP,2012-06-24--PUEBLO-MEM-AP
101.0,1340773919,1980-06-24,LAS ANIMAS,102.0,CO,2012-06-24,TRINIDAD AP,2012-06-24--TRINIDAD-AP
100.0,1340773919,1954-06-24,EL PASO,100.0,CO,2012-06-24,COLORADO SPGS MUNI AP,2012-06-24--COLORADO-SPGS-MUNI-AP
97.0,1340773919,1981-06-24,MONTEZUMA,99.0,CO,2012-06-24,CORTEZ ASOS,2012-06-24--CORTEZ-ASOS
97.0,1340773919,2007-06-24,MONTROSE,97.0,CO,2012-06-24,MONTROSE ASOS,2012-06-24--MONTROSE-ASOS
93.0,1340773919,2007-06-24,LA PLATA,93.0,CO,2012-06-24,DURANGO ASOS,2012-06-24--DURANGO-ASOS
92.0,1340773919,1990-06-24,ALAMOSA,93.0,CO,2012-06-24,ALAMOSA-BERGMAN FIELD,2012-06-24--ALAMOSA-BERGMAN-FIELD
89.0,1340773919,1990-06-24,PITKIN,91.0,CO,2012-06-24,ASPEN ASOS,2012-06-24--ASPEN-ASOS
107.0,1340773919,1971-06-24,SHERMAN,109.0,KS,2012-06-24,GOODLAND RENNER FLD,2012-06-24--GOODLAND-RENNER-FLD
105.0,1340773919,1998-06-24,FORD,107.0,KS,2012-06-24,DODGE CITY RGNL AP,2012-06-24--DODGE-CITY-RGNL-AP
101.0,1340773919,1953-06-24,SHAWNEE,101.0,KS,2012-06-24,TOPEKA ASOS,2012-06-24--TOPEKA-ASOS
94.0,1340773919,1988-06-24,LAUREL,94.0,KY,2012-06-24,LONDON FAA AP,2012-06-24--LONDON-FAA-AP
100.0,1340773919,1988-06-24,CALLAWAY,101.0,MO,2012-06-24,JEFFERSON CITY MEM AP,2012-06-24--JEFFERSON-CITY-MEM-AP
94.0,1340773919,1986-06-24,LEWIS AND CLARK,98.0,MT,2012-06-24,HELENA AP ASOS,2012-06-24--HELENA-AP-ASOS
95.0,1340773919,1974-06-24,GALLATIN,97.0,MT,2012-06-24,BOZEMAN GALLATIN FLD,2012-06-24--BOZEMAN-GALLATIN-FLD
99.0,1340773919,1985-06-24,CHEYENNE,102.0,NE,2012-06-24,SIDNEY MUNICIPAL AIRPORT,2012-06-24--SIDNEY-MUNICIPAL-AIRPORT
102.0,1340773919,2007-06-24,SCOTTS BLUFF,102.0,NE,2012-06-24,SCOTTSBLUFF AP,2012-06-24--SCOTTSBLUFF-AP
102.0,1340773919,2009-06-24,VICTORIA,102.0,TX,2012-06-24,VICTORIA ASOS,2012-06-24--VICTORIA-ASOS
96.0,1340773919,2009-06-24,MATAGORDA,98.0,TX,2012-06-24,PALACIOS MUNI AP,2012-06-24--PALACIOS-MUNI-AP
98.0,1340773919,2009-06-24,NUECES,98.0,TX,2012-06-24,CORPUS CHRISTI AP,2012-06-24--CORPUS-CHRISTI-AP
96.0,1340773919,2007-06-24,CARBON,98.0,UT,2012-06-24,PRICE CARBON CO AP,2012-06-24--PRICE-CARBON-CO-AP
102.0,1340773920,1988-06-24,WASHAKIE,105.0,WY,2012-06-24,WORLAND FAA AP,2012-06-24--WORLAND-FAA-AP
100.0,1340773920,1988-06-24,CAMPBELL,105.0,WY,2012-06-24,GILLETTE CAMPBELL AP,2012-06-24--GILLETTE-CAMPBELL-AP
99.0,1340773920,1988-06-24,SHERIDAN,100.0,WY,2012-06-24,SHERIDAN AP,2012-06-24--SHERIDAN-AP
96.0,1340773920,2007-06-24,FREMONT,99.0,WY,2012-06-24,RIVERTON RGNL AP,2012-06-24--RIVERTON-RGNL-AP
95.0,1340773920,2007-06-24,LARAMIE,95.0,WY,2012-06-24,CHEYENNE WSFO AP,2012-06-24--CHEYENNE-WSFO-AP
94.0,1340773920,1988-06-24,CARBON,95.0,WY,2012-06-24,RAWLINS AP,2012-06-24--RAWLINS-AP
91.0,1340773920,1988-06-24,ALBANY,91.0,WY,2012-06-24,LARAMIE AP,2012-06-24--LARAMIE-AP
45.0,1341034906,2008-01-04,BEAVERHEAD,47.0,MT,2012-01-04,DILLON AIRPORT ,2012-01-04--DILLON-AIRPORT-
65.0,1341034910,1955-01-05,ST. LOUIS,66.0,MO,2012-01-05,ST LOUIS LAMBERT INTL AIRPORT ,2012-01-05--ST-LOUIS-LAMBERT-INTL-AIRPORT-
50.0,1341034911,1954-01-05,BEAVERHEAD,52.0,MT,2012-01-05,DILLON AIRPORT ,2012-01-05--DILLON-AIRPORT-
65.0,1341034925,2009-01-14,SAN JOAQUIN,65.0,CA,2012-01-14,STOCKTON AP ,2012-01-14--STOCKTON-AP-
66.0,1341034931,1984-01-26,SAN JOAQUIN,66.0,CA,2012-01-26,STOCKTON AP ,2012-01-26--STOCKTON-AP-
61.0,1341034935,1988-01-30,ST. LOUIS,67.0,MO,2012-01-30,ST LOUIS LAMBERT INTL AIRPORT ,2012-01-30--ST-LOUIS-LAMBERT-INTL-AIRPORT-
65.0,1341034940,2003-02-02,ST. LOUIS,65.0,MO,2012-02-02,ST LOUIS LAMBERT INTL AIRPORT ,2012-02-02--ST-LOUIS-LAMBERT-INTL-AIRPORT-
82.0,1341034945,1982-02-23,PULASKI,82.0,AR,2012-02-23,LITTLE ROCK ADAMS FLD ,2012-02-23--LITTLE-ROCK-ADAMS-FLD-
72.0,1341034945,1985-02-23,SAN JOAQUIN,73.0,CA,2012-02-23,STOCKTON AP ,2012-02-23--STOCKTON-AP-
73.0,1341034948,1991-02-24,SAN JOAQUIN,74.0,CA,2012-02-24,STOCKTON AP ,2012-02-24--STOCKTON-AP-
78.0,1341034950,1932-02-29,PULASKI,82.0,AR,2012-02-29,LITTLE ROCK ADAMS FLD ,2012-02-29--LITTLE-ROCK-ADAMS-FLD-
83.0,1341034955,1904-03-02,PULASKI,83.0,AR,2012-03-02,LITTLE ROCK ADAMS FLD ,2012-03-02--LITTLE-ROCK-ADAMS-FLD-
84.0,1341034966,1990-03-12,ST. LOUIS,84.0,MO,2012-03-12,ST LOUIS LAMBERT INTL AIRPORT ,2012-03-12--ST-LOUIS-LAMBERT-INTL-AIRPORT-
79.0,1341034969,2007-03-13,ST. LOUIS,83.0,MO,2012-03-13,ST LOUIS LAMBERT INTL AIRPORT ,2012-03-13--ST-LOUIS-LAMBERT-INTL-AIRPORT-
82.0,1341034975,1971-03-14,ST. LOUIS,86.0,MO,2012-03-14,ST LOUIS LAMBERT INTL AIRPORT ,2012-03-14--ST-LOUIS-LAMBERT-INTL-AIRPORT-
80.0,1341034984,1945-03-15,ST. LOUIS,81.0,MO,2012-03-15,ST LOUIS LAMBERT INTL AIRPORT ,2012-03-15--ST-LOUIS-LAMBERT-INTL-AIRPORT-
83.0,1341034991,1948-03-20,ST. LOUIS,83.0,MO,2012-03-20,ST LOUIS LAMBERT INTL AIRPORT ,2012-03-20--ST-LOUIS-LAMBERT-INTL-AIRPORT-
84.0,1341035012,1972-03-27,PULASKI,84.0,AR,2012-03-27,LITTLE ROCK ADAMS FLD ,2012-03-27--LITTLE-ROCK-ADAMS-FLD-
68.0,1341035019,1990-03-31,BEAVERHEAD,70.0,MT,2012-03-31,DILLON AIRPORT ,2012-03-31--DILLON-AIRPORT-
88.0,1341035029,1946-04-02,ST. LOUIS,89.0,MO,2012-04-02,ST LOUIS LAMBERT INTL AIRPORT ,2012-04-02--ST-LOUIS-LAMBERT-INTL-AIRPORT-
77.0,1341035054,1946-04-24,BEAVERHEAD,77.0,MT,2012-04-24,DILLON AIRPORT ,2012-04-24--DILLON-AIRPORT-
91.0,1341035074,2004-05-06,ST. LOUIS,92.0,MO,2012-05-06,ST LOUIS LAMBERT INTL AIRPORT ,2012-05-06--ST-LOUIS-LAMBERT-INTL-AIRPORT-
80.0,1341035074,1987-05-09,BEAVERHEAD,81.0,MT,2012-05-09,DILLON AIRPORT ,2012-05-09--DILLON-AIRPORT-
91.0,1341035084,1996-05-20,ST. LOUIS,91.0,MO,2012-05-20,ST LOUIS LAMBERT INTL AIRPORT ,2012-05-20--ST-LOUIS-LAMBERT-INTL-AIRPORT-
92.0,1341035089,1950-05-24,ST. LOUIS,92.0,MO,2012-05-24,ST LOUIS LAMBERT INTL AIRPORT ,2012-05-24--ST-LOUIS-LAMBERT-INTL-AIRPORT-
93.0,1341035098,1991-05-27,ST. LOUIS,93.0,MO,2012-05-27,ST LOUIS LAMBERT INTL AIRPORT ,2012-05-27--ST-LOUIS-LAMBERT-INTL-AIRPORT-
93.0,1341035101,2006-05-28,ST. LOUIS,94.0,MO,2012-05-28,ST LOUIS LAMBERT INTL AIRPORT ,2012-05-28--ST-LOUIS-LAMBERT-INTL-AIRPORT-
96.0,1341035104,1953-05-29,PULASKI,97.0,AR,2012-05-29,LITTLE ROCK ADAMS FLD ,2012-05-29--LITTLE-ROCK-ADAMS-FLD-
89.0,1341035109,1988-06-04,BEAVERHEAD,90.0,MT,2012-06-04,DILLON AIRPORT ,2012-06-04--DILLON-AIRPORT-
101.0,1341035126,1998-06-25,PULASKI,105.0,AR,2012-06-25,LITTLE ROCK ADAMS FLD ,2012-06-25--LITTLE-ROCK-ADAMS-FLD-
103.0,1341035134,1954-06-28,PULASKI,107.0,AR,2012-06-28,LITTLE ROCK ADAMS FLD ,2012-06-28--LITTLE-ROCK-ADAMS-FLD-
104.0,1341035135,1952-06-28,ST. LOUIS,108.0,MO,2012-06-28,ST LOUIS LAMBERT INTL AIRPORT ,2012-06-28--ST-LOUIS-LAMBERT-INTL-AIRPORT-
55.0,1342167756,2006-01-05,ADAMS,67.0,NE,2012-01-05,HASTINGS MUNI AP,2012-01-05--HASTINGS-MUNI-AP
57.0,1342167756,2001-01-05,BOX BUTTE,67.0,NE,2012-01-05,ALLIANCE MUNI AP,2012-01-05--ALLIANCE-MUNI-AP
60.0,1342167876,1992-01-30,ADAMS,69.0,NE,2012-01-30,HASTINGS MUNI AP,2012-01-30--HASTINGS-MUNI-AP
71.0,1342167950,2000-03-06,BOX BUTTE,71.0,NE,2012-03-06,ALLIANCE MUNI AP,2012-03-06--ALLIANCE-MUNI-AP
75.0,1342167986,2007-03-13,BOX BUTTE,77.0,NE,2012-03-13,ALLIANCE MUNI AP,2012-03-13--ALLIANCE-MUNI-AP
80.0,1342168016,2003-03-14,ADAMS,80.0,NE,2012-03-14,HASTINGS MUNI AP,2012-03-14--HASTINGS-MUNI-AP
75.0,1342168145,2004-03-24,ADAMS,78.0,NE,2012-03-24,HASTINGS MUNI AP,2012-03-24--HASTINGS-MUNI-AP
78.0,1342168150,1989-03-26,BOX BUTTE,83.0,NE,2012-03-26,ALLIANCE MUNI AP,2012-03-26--ALLIANCE-MUNI-AP
87.0,1342168217,1978-03-31,ADAMS,87.0,NE,2012-03-31,HASTINGS MUNI AP,2012-03-31--HASTINGS-MUNI-AP
81.0,1342168217,1986-03-31,BOX BUTTE,81.0,NE,2012-03-31,ALLIANCE MUNI AP,2012-03-31--ALLIANCE-MUNI-AP
82.0,1342168221,2004-04-01,BOX BUTTE,86.0,NE,2012-04-01,ALLIANCE MUNI AP,2012-04-01--ALLIANCE-MUNI-AP
93.0,1342168443,1989-04-24,ADAMS,94.0,NE,2012-04-24,HASTINGS MUNI AP,2012-04-24--HASTINGS-MUNI-AP
86.0,1342168443,1994-04-24,BOX BUTTE,90.0,NE,2012-04-24,ALLIANCE MUNI AP,2012-04-24--ALLIANCE-MUNI-AP
84.0,1342168522,1992-05-04,ADAMS,87.0,NE,2012-05-04,HASTINGS MUNI AP,2012-05-04--HASTINGS-MUNI-AP
86.0,1342168569,2004-05-10,BOX BUTTE,90.0,NE,2012-05-10,ALLIANCE MUNI AP,2012-05-10--ALLIANCE-MUNI-AP
89.0,1342168572,1992-05-16,BOX BUTTE,91.0,NE,2012-05-16,ALLIANCE MUNI AP,2012-05-16--ALLIANCE-MUNI-AP
88.0,1342168573,1996-05-17,BOX BUTTE,88.0,NE,2012-05-17,ALLIANCE MUNI AP,2012-05-17--ALLIANCE-MUNI-AP
89.0,1342168608,2006-05-22,BOX BUTTE,98.0,NE,2012-05-22,ALLIANCE MUNI AP,2012-05-22--ALLIANCE-MUNI-AP
89.0,1342168653,1985-05-26,ADAMS,100.0,NE,2012-05-26,HASTINGS MUNI AP,2012-05-26--HASTINGS-MUNI-AP
91.0,1342168699,2002-06-02,BOX BUTTE,91.0,NE,2012-06-02,ALLIANCE MUNI AP,2012-06-02--ALLIANCE-MUNI-AP
96.0,1342168731,2002-06-17,BOX BUTTE,100.0,NE,2012-06-17,ALLIANCE MUNI AP,2012-06-17--ALLIANCE-MUNI-AP
98.0,1342168734,2001-06-18,BOX BUTTE,102.0,NE,2012-06-18,ALLIANCE MUNI AP,2012-06-18--ALLIANCE-MUNI-AP
104.0,1342168802,1988-06-25,BOX BUTTE,104.0,NE,2012-06-25,ALLIANCE MUNI AP,2012-06-25--ALLIANCE-MUNI-AP
102.0,1342168836,1981-06-27,ADAMS,103.0,NE,2012-06-27,HASTINGS MUNI AP,2012-06-27--HASTINGS-MUNI-AP
113.0,1342169063,1994-07-12,KERN,113.0,CA,2012-07-12,CHINA LAKE ARMITAGE,2012-07-12--CHINA-LAKE-ARMITAGE
74.0,1343299609,1990-07-18,LAKE AND PENINSULA BOROUGH,76.0,AK,2012-07-18,ILIAMNA AP,2012-07-18--ILIAMNA-AP
102.0,1343299609,1980-07-18,CRAIGHEAD,103.0,AR,2012-07-18,JONESBORO MUNI AP,2012-07-18--JONESBORO-MUNI-AP
99.0,1343299609,1982-07-18,HARTFORD,100.0,CT,2012-07-18,HARTFORD,2012-07-18--HARTFORD
95.0,1343299609,2006-07-18,FAIRFIELD,95.0,CT,2012-07-18,BRIDGEPORT SIKORSKY AP,2012-07-18--BRIDGEPORT-SIKORSKY-AP
100.0,1343299609,1953-07-18,NEW CASTLE,101.0,DE,2012-07-18,WILMINGTON NEW CASTLE CO AP,2012-07-18--WILMINGTON-NEW-CASTLE-CO-AP
99.0,1343299609,1974-07-18,WAPELLO,103.0,IA,2012-07-18,OTTUMWA INDUSTRIAL AP,2012-07-18--OTTUMWA-INDUSTRIAL-AP
103.0,1343299609,1974-07-18,POLK,103.0,IA,2012-07-18,DES MOINES AP,2012-07-18--DES-MOINES-AP
95.0,1343299609,2011-07-18,LINN,99.0,IA,2012-07-18,CEDAR RAPIDS AP,2012-07-18--CEDAR-RAPIDS-AP
97.0,1343299609,2011-07-18,BLACK HAWK,99.0,IA,2012-07-18,WATERLOO MUNICIPAL AP,2012-07-18--WATERLOO-MUNICIPAL-AP
94.0,1343299609,1991-07-18,DUBUQUE,97.0,IA,2012-07-18,DUBUQUE WSO AP,2012-07-18--DUBUQUE-WSO-AP
95.0,1343299609,1974-07-18,CERRO GORDO,96.0,IA,2012-07-18,MASON CITY MUNI AP,2012-07-18--MASON-CITY-MUNI-AP
99.0,1343299609,1977-07-18,JACKSON,103.0,IL,2012-07-18,CARBONDALE SOUTHERN IL AP,2012-07-18--CARBONDALE-SOUTHERN-IL-AP
100.0,1343299610,1988-07-18,MACON,102.0,IL,2012-07-18,DECATUR AP,2012-07-18--DECATUR-AP
101.0,1343299610,1930-07-18,PEORIA,101.0,IL,2012-07-18,PEORIA INTERNATIONAL AP,2012-07-18--PEORIA-INTERNATIONAL-AP
100.0,1343299610,1966-07-18,ROCK ISLAND,100.0,IL,2012-07-18,MOLINE WSO AP,2012-07-18--MOLINE-WSO-AP
93.0,1343299610,1996-07-18,CHAMPAIGN,99.0,IL,2012-07-18,CHAMPAIGN WILLARD AP,2012-07-18--CHAMPAIGN-WILLARD-AP
98.0,1343299610,1966-07-18,WINNEBAGO,99.0,IL,2012-07-18,ROCKFORD AP,2012-07-18--ROCKFORD-AP
91.0,1343299610,2005-07-18,DUPAGE,96.0,IL,2012-07-18,WEST CHICAGO DUPAGE AP,2012-07-18--WEST-CHICAGO-DUPAGE-AP
101.0,1343299610,1954-07-18,VANDERBURGH,103.0,IN,2012-07-18,EVANSVILLE REGIONAL AP,2012-07-18--EVANSVILLE-REGIONAL-AP
94.0,1343299610,2011-07-18,ALLEN,96.0,IN,2012-07-18,FORT WAYNE AP,2012-07-18--FORT-WAYNE-AP
100.0,1343299610,1954-07-18,MCCRACKEN,101.0,KY,2012-07-18,PADUCAH BARKLEY AP,2012-07-18--PADUCAH-BARKLEY-AP
96.0,1343299610,1954-07-18,BOONE,97.0,KY,2012-07-18,COVINGTON WSO,2012-07-18--COVINGTON-WSO
96.0,1343299610,1999-07-18,BRISTOL,98.0,MA,2012-07-18,NEW BEDFORD MUNI AP,2012-07-18--NEW-BEDFORD-MUNI-AP
98.0,1343299610,1999-07-18,BRISTOL,98.0,MA,2012-07-18,TAUNTON MUNI AP,2012-07-18--TAUNTON-MUNI-AP
90.0,1343299610,2010-07-18,DUKES,92.0,MA,2012-07-18,VINEYARD HAVEN AP,2012-07-18--VINEYARD-HAVEN-AP
100.0,1343299610,1953-07-18,ANNE ARUNDEL,104.0,MD,2012-07-18,BALTIMORE WASH INTL AP,2012-07-18--BALTIMORE-WASH-INTL-AP
100.0,1343299610,1953-07-18,WICOMICO,100.0,MD,2012-07-18,SALISBURY FAA AP,2012-07-18--SALISBURY-FAA-AP
93.0,1343299610,2011-07-18,KALAMAZOO,93.0,MI,2012-07-18,KALAMAZOO BATTLE CK INTL AP,2012-07-18--KALAMAZOO-BATTLE-CK-INTL-AP
91.0,1343299610,1946-07-18,MUSKEGON,92.0,MI,2012-07-18,MUSKEGON CO AP,2012-07-18--MUSKEGON-CO-AP
103.0,1343299610,1980-07-18,PLATTE,106.0,MO,2012-07-18,KANSAS CITY INTL AP,2012-07-18--KANSAS-CITY-INTL-AP
102.0,1343299610,1980-07-18,CALLAWAY,102.0,MO,2012-07-18,JEFFERSON CITY MEM AP,2012-07-18--JEFFERSON-CITY-MEM-AP
98.0,1343299610,1980-07-18,BUTLER,98.0,MO,2012-07-18,POPLAR BLUFF MUNI AP,2012-07-18--POPLAR-BLUFF-MUNI-AP
100.0,1343299610,2002-07-18,VALLEY,100.0,NE,2012-07-18,EVELYN SHARP FIELD,2012-07-18--EVELYN-SHARP-FIELD
100.0,1343299610,2002-07-18,CUSTER,100.0,NE,2012-07-18,BROKEN BOW MUNI AP,2012-07-18--BROKEN-BOW-MUNI-AP
100.0,1343299610,1982-07-18,ESSEX,104.0,NJ,2012-07-18,NEWARK INTL AP,2012-07-18--NEWARK-INTL-AP
99.0,1343299611,2006-07-18,BERGEN,103.0,NJ,2012-07-18,TETERBORO AP,2012-07-18--TETERBORO-AP
99.0,1343299611,2006-07-18,ATLANTIC,101.0,NJ,2012-07-18,ATLANTIC CITY INTL AP,2012-07-18--ATLANTIC-CITY-INTL-AP
98.0,1343299611,1999-07-18,MERCER,100.0,NJ,2012-07-18,TRENTON MERCER CO AP,2012-07-18--TRENTON-MERCER-CO-AP
100.0,1343299611,2006-07-18,QUEENS,101.0,NY,2012-07-18,NEW YORK LA GUARDIA AP,2012-07-18--NEW-YORK-LA-GUARDIA-AP
98.0,1343299611,1999-07-18,WESTCHESTER,98.0,NY,2012-07-18,WESTCHESTER CO AP,2012-07-18--WESTCHESTER-CO-AP
95.0,1343299611,2010-07-18,QUEENS,96.0,NY,2012-07-18,NEW YORK JFK INTL AP,2012-07-18--NEW-YORK-JFK-INTL-AP
96.0,1343299611,1952-07-18,FRANKLIN,96.0,OH,2012-07-18,COLUMBUS WSO AP,2012-07-18--COLUMBUS-WSO-AP
94.0,1343299611,1946-07-18,MUSKINGUM,95.0,OH,2012-07-18,ZANESVILLE FAA AP,2012-07-18--ZANESVILLE-FAA-AP
93.0,1343299611,1991-07-18,SUMMIT,93.0,OH,2012-07-18,AKRON CANTON WSO AP,2012-07-18--AKRON-CANTON-WSO-AP
99.0,1343299611,1953-07-18,PHILADELPHIA,100.0,PA,2012-07-18,PHILADELPHIA INTL AP,2012-07-18--PHILADELPHIA-INTL-AP
98.0,1343299611,1999-07-18,LEHIGH,98.0,PA,2012-07-18,ALLENTOWN AP,2012-07-18--ALLENTOWN-AP
99.0,1343299611,1997-07-18,ARLINGTON,101.0,VA,2012-07-18,WASHINGTON REAGAN AP,2012-07-18--WASHINGTON-REAGAN-AP
100.0,1343299611,1986-07-18,LOUDOUN,101.0,VA,2012-07-18,WASHGTN DULLES INTL AP,2012-07-18--WASHGTN-DULLES-INTL-AP
63.0,1343921888,1995-03-08,NORFOLK,65.0,MA,2012-03-08,BLUE HILL,2012-03-08--BLUE-HILL
67.0,1343921893,1977-03-12,NORFOLK,71.0,MA,2012-03-12,BLUE HILL,2012-03-12--BLUE-HILL
95.0,1343922084,1999-07-17,NORFOLK,96.0,MA,2012-07-17,BLUE HILL,2012-07-17--BLUE-HILL
87.0,1344008685,1896-04-16,NORFOLK,89.0,MA,2012-04-16,BLUE HILL,2012-04-16--BLUE-HILL
92.0,1344008761,1949-06-21,NORFOLK,93.0,MA,2012-06-21,BLUE HILL,2012-06-21--BLUE-HILL
93.0,1344008764,1921-06-22,NORFOLK,93.0,MA,2012-06-22,BLUE HILL,2012-06-22--BLUE-HILL
97.0,1344274253,1955-08-05,PHILADELPHIA,98.0,PA,2012-08-05,PHILADELPHIA INTL AP,2012-08-05--PHILADELPHIA-INTL-AP
98.0,1347383481,1943-06-16,SANTA CLARA,98.0,CA,2012-06-16,SAN JOSE,2012-06-16--SAN-JOSE
97.0,1347383551,1978-06-30,MACON,97.0,IL,2012-06-30,DECATUR AP,2012-06-30--DECATUR-AP
100.0,1347383551,1952-06-30,VANDERBURGH,106.0,IN,2012-06-30,EVANSVILLE REGIONAL AP,2012-06-30--EVANSVILLE-REGIONAL-AP
