state_county,station_name,lat,lon
MINNESOTA/BLUE EARTH,GARDEN CITY 2 W,44.05,-94.2
MINNESOTA/BLUE EARTH,RAPIDAN 2 NE,44.11667,-94.03333
MINNESOTA/BLUE EARTH,RAPIDAN 2 W,44.1,-94.1
MINNESOTA/BLUE EARTH,MANKATO RAD STN KTOE,44.16667,-93.9
MINNESOTA/BLUE EARTH,MANKATO MUNICIPAL AP,44.21667,-93.91667
MINNESOTA/BLUE EARTH,MYRNA BLUE EARTH,,
MINNESOTA/BROWN,NEW ULM MUNICIPAL AIRPORT,44.31944,-94.50222
MINNESOTA/BROWN,SPRINGFIELD,44.23333,-94.95
MINNESOTA/BROWN,SPRINGFIELD 1 NW,44.247,-94.9865
MINNESOTA/BROWN,NEW ULM 2 SE,44.3006,-94.4896
MINNESOTA/BROWN,COMFREY 4 E,44.11667,-94.81667
MINNESOTA/BROWN,NEW ULM 2 S,44.2925,-94.4441
MINNESOTA/BROWN,NEW ULM,44.31667,-94.5
MINNESOTA/CARLTON,CROMWELL CARLTON,46.66667,-92.83333
MINNESOTA/CARLTON,CLOQUET,46.7047,-92.5253
MINNESOTA/CARLTON,WRIGHT 4 NW,46.6804,-92.9543
MINNESOTA/CARLTON,MOOSE LAKE RANGER ST,46.45,-92.76667
MINNESOTA/CARLTON,CLOQUET,46.7,-92.5
MINNESOTA/CARLTON,MOOSE LAKE CARLTON COUNTY AIRPORT,46.41861,-92.80444
MINNESOTA/CARLTON,CLOQUET CARLTON COUNTY AIRPORT,46.7025,-92.50417
MINNESOTA/CARLTON,HOLYOKE,46.4675,-92.3903
MINNESOTA/CARLTON,MOOSE LAKE 1 SSE,46.4378,-92.7578
MINNESOTA/CARVER,YOUNG AMERICA 1SW,44.80556,-94.01667
MINNESOTA/CARVER,WACONIA,44.75,-93.75
MINNESOTA/CARVER,MINNEAPOLIS,44.84889,-93.56528
MINNESOTA/CARVER,CHASKA,44.8,-93.5833
MINNESOTA/CARVER,MAYERS,44.88333,-93.88333
MINNESOTA/CARVER,WATERTOWN,44.96667,-93.85
MINNESOTA/CARVER,CHASKA 2NW,44.813,-93.6312
MINNESOTA/CARVER,CHANHASSEN WSFO,44.8496,-93.5644
MINNESOTA/CARVER,HAMBURG,44.7341,-93.9631
MINNESOTA/CARVER,CHANHASSEN,44.85,-93.55
MINNESOTA/CARVER,NORWOOD YOUNG AMERICA 1 W,44.7775,-93.93
MINNESOTA/CASS,REMER NO 2,47.06222,-93.915
MINNESOTA/CASS,DEEP PORTAGE,46.8998,-94.3873
MINNESOTA/CASS,BACKUS,46.8,-94.516667
MINNESOTA/CASS,LEECH LAKE DAM,47.2467,-94.2228
MINNESOTA/CASS,GULL LAKE DAM,46.4119,-94.3608
MINNESOTA/CASS,POPLAR,46.58333,-94.66667
MINNESOTA/CASS,WALKER RANGER,47.0998,-94.5724
MINNESOTA/CASS,LONGVILLE MUNICIPAL AIRPORT,46.99,-94.20389
MINNESOTA/CASS,CASS LAKE,47.38333,-94.6
MINNESOTA/CASS,WALKER AH GWAH CHING,47.0744,-94.5699
MINNESOTA/CASS,PINE RIVER REGIONAL AP,46.72472,-94.38167
MINNESOTA/CASS,CASS LAKE,47.3847,-94.6147
MINNESOTA/CHIPPEWA,WATSON 1 NE,45.0226,-95.7894
MINNESOTA/CHIPPEWA,GRANITE FALLS MUNICIPAL AIRPORT LENZEN ROE MEMORIAL FIELD,44.75333,-95.55611
MINNESOTA/CHIPPEWA,MONTEVIDEO CHIPPEWA COUNTY AP,44.96889,-95.71
MINNESOTA/CHIPPEWA,MONTEVIDEO RADIO KDM,44.93333,-95.71667
MINNESOTA/CHIPPEWA,MILAN 1 NW,45.1219,-95.9269
MINNESOTA/CHISAGO,WYOMING,45.33333,-93
MINNESOTA/CHISAGO,RUSH CITY REGIONAL AIRPORT,45.69778,-92.95278
MINNESOTA/CHISAGO,WILD RIVER STATE PARK,45.5231,-92.7489
MINNESOTA/CHISAGO,NORTH BRANCH,45.5,-93
MINNESOTA/CHISAGO,FOREST LAKE 5NE,45.3397,-92.9125
MINNESOTA/CHISAGO,TAYLORS FALLS 1 NE,45.41667,-92.65
MINNESOTA/CHISAGO,RUSH CITY,45.66667,-93
MINNESOTA/CLAY,MOORHEAD,46.8875,-96.74778
MINNESOTA/CLAY,HAWLEY 3 NE,46.88333,-96.25
MINNESOTA/CLAY,MOORHEAD MUNICIPAL AIRPORT,46.83917,-96.66306
MINNESOTA/CLAY,GEORGETOWN 1 E,47.07917,-96.77583
MINNESOTA/CLAY,DILWORTH 7 NNE,46.96111,-96.65306
MINNESOTA/CLAY,SABIN 1 ESE,46.76639,-96.63361
MINNESOTA/CLAY,HAWLEY 6 SE,46.83333,-96.21667
MINNESOTA/CLAY,HAWLEY,46.88333,-96.31667
MINNESOTA/CLAY,HAWLEY 2 SW,46.85,-96.33333
MINNESOTA/CLAY,MOREHEAD,46.86667,-96.76667
MINNESOTA/CLAY,MOORHEAD ST TEACHERS,46.86667,-96.75
MINNESOTA/CLAY,MOORHEAD,46.86667,-96.73333
MINNESOTA/CLEARWATER,GONVICK 2 W,47.73333,-95.51667
MINNESOTA/CLEARWATER,LEONARD 8 NE,47.73333,-95.21667
MINNESOTA/CLEARWATER,BAGLEY,47.51667,-95.38333
MINNESOTA/CLEARWATER,ITASCA UNIV OF MINN,47.22556,-95.19194
MINNESOTA/COOK,PIGEON RIVER BRIDGE,48,-89.7
MINNESOTA/COOK,CASCADE,47.85406,-90.64842
MINNESOTA/COOK,LUTSEN,47.58333,-90.75
MINNESOTA/COOK,TOFTE RANGER STN,47.5681,-90.85
MINNESOTA/COOK,GRAND MARAIS COOK COUNTY AIRPORT,47.83806,-90.38306
MINNESOTA/COOK,GRAND MARAIS,47.75167,-90.35778
MINNESOTA/COOK,HOVLAND,47.833333,-90
MINNESOTA/COOK,SAWBILL,47.833333,-90.866667
MINNESOTA/COOK,SCHROEDER,47.55,-90.9
MINNESOTA/COOK,GRAND PORTAGE RANGER STATION,47.9711,-89.6908
MINNESOTA/COOK,TOFTE RAMOS,47.58333,-90.83333
MINNESOTA/COOK,HOVLAND,47.85,-89.96667
MINNESOTA/COOK,GRAND PORTAGE 4 SW,47.91667,-89.73333
MINNESOTA/COOK,NORTH SUPERIOR,47.73333,-90.33333
MINNESOTA/COOK,NORTH SUPERIOR LBSTN,47.75,-90.33333
MINNESOTA/COOK,GRAND MARAIS LSTN,47.75,-90.33333
MINNESOTA/COOK,GRAND MARAIS,47.75,-90.33333
MINNESOTA/COOK,GRAND PORTAGE 5 NE,48,-89.58333
MINNESOTA/COOK,PIGEON RIVER BRIDGE,48,-89.7
MINNESOTA/COOK,GUNFLINT LAKE,48.08333,-90.7
MINNESOTA/COOK,GUNFLINT LAKE 8 WSW,48.06667,-90.83333
MINNESOTA/COOK,GRAND MARAIS,47.74722,-90.34444
MINNESOTA/COOK,LUTSEN 3NNE,47.698,-90.6655
MINNESOTA/COOK,GUNFLINT LAKE 10 NW,48.1603,-90.8842
MINNESOTA/COTTONWOOD,WINDOM MUNICIPAL AIRPORT,43.91333,-95.10917
MINNESOTA/COTTONWOOD,WINDOM,43.8575,-95.1168
MINNESOTA/COTTONWOOD,WINDOM,43.91667,-95.11667
MINNESOTA/COTTONWOOD,BINGHAM LAKE,43.91667,-95.05
MINNESOTA/CROW WING,BRAINERD,46.3433,-94.2086
MINNESOTA/CROW WING,FORT RIPLEY,46.18056,-94.36556
MINNESOTA/CROW WING,GARRISON 7 SW,46.21667,-93.91667
MINNESOTA/CROW WING,BRAINERD,46.36667,-94.18333
MINNESOTA/CROW WING,PINE RIVER DAM,46.66944,-94.10889
MINNESOTA/CROW WING,RIVERTON,46.46667,-94.05
MINNESOTA/CROW WING,PEQUOT LAKE AMOS,46.58333,-94.31667
MINNESOTA/CROW WING,PEQVOT LAKE,46.58333,-94.31667
MINNESOTA/CROW WING,BRAINERD CROW WING COUNTY AP,46.40472,-94.13083
MINNESOTA/DAKOTA,LAKEVILLE AAWO,44.71667,-93.3
MINNESOTA/DAKOTA,HASTINGS DAM 2,44.7597,-92.8689
MINNESOTA/DAKOTA,FARMINGTON 3SW,44.61167,-93.18583
MINNESOTA/DAKOTA,NORTHFIELD 2 NNE,44.4753,-93.1486
MINNESOTA/DAKOTA,ROSEMOUNT AGR EXP STA,44.7178,-93.0975
MINNESOTA/DAKOTA,FARMINGTON 3 NW,44.6698,-93.1701
MINNESOTA/DAKOTA,SOUTH ST PAUL MUNICIPAL RICHARD E FLEMING FIELD AIRPORT,44.85694,-93.03278
MINNESOTA/DAKOTA,MINNEAPOLIS AIRLAKE AIRPORT,44.62778,-93.22806
MINNESOTA/DAKOTA,SOUTH ST PAUL,44.86667,-93.03333
MINNESOTA/DAKOTA,SAVAGE,44.78333,-93.31667
MINNESOTA/DAKOTA,FARMINGTON 1 W,44.63333,-93.16667
MINNESOTA/DODGE,DODGE CENTER,44.0317,-92.8691
MINNESOTA/DODGE,BLOOMING PRAIRIE,43.91667,-93.05
MINNESOTA/DODGE,WEST CONCORD,44.13333,-92.91667
MINNESOTA/DODGE,DODGE CENTER AIRPORT,44.01778,-92.83139
MINNESOTA/DODGE,MANTORVILLE,44.06667,-92.75
MINNESOTA/DODGE,HAYFIELD,43.88333,-92.85
MINNESOTA/DOUGLAS,OSAKIS,45.85,-95.18333
MINNESOTA/DOUGLAS,ALEXANDRIA MUNICIPAL AP,45.8679,-95.3941
MINNESOTA/DOUGLAS,ALEXANDRIA WTR TR PL,45.8966,-95.3657
MINNESOTA/DOUGLAS,CARLOS 3 SW,45.9347,-95.3698
MINNESOTA/DOUGLAS,ALEXANDRIA,45.86667,-95.4
MINNESOTA/FARIBAULT,WINNEBAGO,43.7639,-94.1662
MINNESOTA/FARIBAULT,WELLS,43.7462,-93.7364
MINNESOTA/FARIBAULT,BLUE EARTH 1S,43.6237,-94.0947
MINNESOTA/FARIBAULT,EASTON,43.75,-93.9
MINNESOTA/FARIBAULT,BRICELYN,43.544,-93.8423
MINNESOTA/FARIBAULT,BLUE EARTH,43.6453,-94.0937
MINNESOTA/FILLMORE,SPRING VALLEY,43.6933,-92.3926
MINNESOTA/FILLMORE,PETERSON,43.78333,-91.83333
MINNESOTA/FILLMORE,PRESTONE FILLMORE COUNTY AIRPORT,43.67667,-92.17972
MINNESOTA/FILLMORE,LANESBORO,43.7203,-91.9718
MINNESOTA/FILLMORE,PRESTON 8 SW,43.56667,-92.16667
MINNESOTA/FILLMORE,PRESTON 4 S,43.58333,-92.08333
MINNESOTA/FILLMORE,PRESTON 6 SW,43.6,-92.13333
MINNESOTA/FILLMORE,HARMONY,43.5458,-92.0122
MINNESOTA/FILLMORE,RUSHFORD,43.8052,-91.7501
MINNESOTA/FILLMORE,PRESTON,43.6725,-92.0747
MINNESOTA/FILLMORE,WYKOFF NEAR,43.733333,-92.266667
MINNESOTA/FILLMORE,FORESTVILLE NEAR,43.65,-92.2
MINNESOTA/FILLMORE,CHERRY GROVE,43.583333,-92.283333
MINNESOTA/FILLMORE,CANTON,43.5,-91.966667
MINNESOTA/FREEBORN,ALBERT LEA 3 E,43.66667,-93.3
MINNESOTA/FREEBORN,ALBERT LEA PACKING PLANT,43.65,-93.36667
MINNESOTA/FREEBORN,ALBERT LEA,43.65,-93.35
MINNESOTA/FREEBORN,ALBERT LEA 2,43.68333,-93.36667
MINNESOTA/FREEBORN,ALBERT LEA 3 SE,43.6064,-93.3019
MINNESOTA/FREEBORN,ALBERT LEA MUNICIPAL AP,43.68333,-93.36667
MINNESOTA/GOODHUE,FRONTENAC,44.5,-92.33333
MINNESOTA/GOODHUE,RED WING,44.5712,-92.5283
MINNESOTA/GOODHUE,RED WING RIVER,44.5658,-92.541
MINNESOTA/GOODHUE,ZUMBROTA,44.2992,-92.6662
MINNESOTA/GOODHUE,RED WING DAM 3,44.6103,-92.6101
MINNESOTA/GOODHUE,RED WING,44.56667,-92.63333
MINNESOTA/GOODHUE,RED WING DAM 3 L G,44.61667,-92.61667
MINNESOTA/GOODHUE,PINE ISLAND RIVER,44.2027,-92.645
MINNESOTA/GOODHUE,RED WING REGIONAL AIRPORT,44.58917,-92.48472
MINNESOTA/GOODHUE,STANTON AIRFIELD,44.47556,-93.01639
MINNESOTA/GOODHUE,RED WING STATE TEACHING SCHOOL,44.56667,-92.53333
MINNESOTA/GOODHUE,CLAYBANK,44.433333,-92.633333
MINNESOTA/GOODHUE,FRONTENAC,44.5,-92.333333
MINNESOTA/GOODHUE,HAY CREEK,44.5,-92.55
MINNESOTA/GOODHUE,CANNON FALLS 2SW,44.48278,-92.91333
MINNESOTA/GRANT,ASHBY,46.25,-95.766667
MINNESOTA/GRANT,ASHBY,46.06667,-95.85
MINNESOTA/GRANT,HERMAN,45.8,-96.15
MINNESOTA/GRANT,ELBOW LAKE,46.01083,-95.87556
MINNESOTA/HENNEPIN,MINNEGASCO RIVER PLANT,44.96667,-93.25
MINNESOTA/HENNEPIN,MINNEAPOLIS WBO,44.98333,-93.3
MINNESOTA/HENNEPIN,LOWER ST ANTHONY FALLS,44.9783,-93.2469
MINNESOTA/HENNEPIN,NEW HOPE,45.01,-93.374
MINNESOTA/HENNEPIN,MINNEAPOLIS ST PAUL INTL AP,44.8831,-93.2289
MINNESOTA/HENNEPIN,SPRING PARK,44.9346,-93.6275
MINNESOTA/HENNEPIN,MINNEAPOLIS FLYING CLOUD AIRPORT,44.8321,-93.4705
MINNESOTA/HENNEPIN,WAYZATA,44.97413,-93.506622
MINNESOTA/HENNEPIN,MINNEAPOLIS WBO CITY,44.983333,-93.3
MINNESOTA/HENNEPIN,MINNEAPOLIS #2,45.016667,-93.35
MINNESOTA/HENNEPIN,MINNEAPOLIS #1,44.966667,-93.333333
MINNESOTA/HENNEPIN,MAPLEWOOD,44.833333,-92.95
MINNESOTA/HENNEPIN,EXCELSIOR LAKE MINNETONKA,44.916667,-93.516667
MINNESOTA/HENNEPIN,DEEPHAVEN LAKE MINNETONKA,44.929685,-93.522455
MINNESOTA/HENNEPIN,BREEZY POINT,44.916667,-93.666667
MINNESOTA/HENNEPIN,MINNEAPOLIS CRYSTAL AIRPORT,45.06194,-93.35083
MINNESOTA/HENNEPIN,ROBBINSDALE,45.03333,-93.33333
MINNESOTA/HENNEPIN,MAPLE PLAIN,45,-93.65
MINNESOTA/HENNEPIN,MOUND,44.95,-93.65
MINNESOTA/HENNEPIN,BLOOMINGTON,44.81667,-93.31667
MINNESOTA/HENNEPIN,MINNEAPOLIS FORT SNELLING,44.88333,-93.21667
MINNESOTA/HENNEPIN,MINNEAPOLIS NAS,44.88333,-93.21667
MINNESOTA/HENNEPIN,EXCELSIOR,44.9,-93.56667
MINNESOTA/HENNEPIN,DEEP HAVEN,44.93333,-93.51667
MINNESOTA/HENNEPIN,MAPLEWOOD,44.95,-93.51667
MINNESOTA/HENNEPIN,MINNEAPOLIS WB DOWNTOWN,44.98333,-93.3
MINNESOTA/HENNEPIN,MINNEAPOLIS ASCHENBECK,45,-93.31667
MINNESOTA/HENNEPIN,MINNEAPOLIS CHENEY,44.96667,-93.33333
MINNESOTA/HENNEPIN,TONKA,44.95,-93.58333
MINNESOTA/HENNEPIN,CRYSTAL BAY,44.93333,-93.58333
MINNESOTA/HENNEPIN,SPRING PARK,44.93333,-93.61667
MINNESOTA/HENNEPIN,GOLDEN VALLEY,44.9907,-93.3989
MINNESOTA/HOUSTON,HOKAH,43.7464,-91.3551
MINNESOTA/HOUSTON,SPRING GROVE 4N,43.6125,-91.6222
MINNESOTA/HOUSTON,HOUSTON 5 NW,43.82028,-91.62417
MINNESOTA/HOUSTON,HOKAH 4NW,43.7955,-91.4263
MINNESOTA/HOUSTON,HOUSTON 1 N,43.7683,-91.5692
MINNESOTA/HOUSTON,CALEDONIA 5 SE,43.56667,-91.45
MINNESOTA/HOUSTON,SHELDON,43.68333,-91.6
MINNESOTA/HOUSTON,SHELDON,43.75,-92
MINNESOTA/HOUSTON,CALEDONIA,43.6309,-91.5027
MINNESOTA/HOUSTON,HOUSTON,43.766667,-91.566667
MINNESOTA/HOUSTON,SPRING GROVE,43.56194,-91.64472
MINNESOTA/HUBBARD,PARK RAPIDS MUNICIPAL AP,46.90056,-95.06778
MINNESOTA/HUBBARD,BADOURA,46.866667,-94.766667
MINNESOTA/HUBBARD,PARK RAPIDS KPRM,46.93333,-95
MINNESOTA/HUBBARD,PARK RAPIDS,46.91667,-95.06667
MINNESOTA/ISANTI,CAMBRIDGE 5ESE,45.5505,-93.1265
MINNESOTA/ISANTI,GRANDY,45.73333,-93.2
MINNESOTA/ISANTI,CAMBRIDGE MUNICIPAL AIRPORT,45.55944,-93.265
MINNESOTA/ITASCA,GRAND RAPIDS,47.21667,-93.51667
MINNESOTA/ITASCA,COLERAINE,47.26667,-93.46667
MINNESOTA/ITASCA,NASHWAUK,47.35,-93.2
MINNESOTA/ITASCA,CUT FOOT SIOUX RANGE,47.51667,-94.01667
MINNESOTA/ITASCA,MARCELL RANGER STN,47.6,-93.68333
MINNESOTA/ITASCA,BIGFORK,47.75,-93.65
MINNESOTA/ITASCA,BIGFORK 5 ESE,47.7,-93.55
MINNESOTA/ITASCA,BIG FORK MUNICIPAL AIRPORT,47.78278,-93.65
MINNESOTA/ITASCA,GRAND RAPIDS FRS LAB,47.2436,-93.4975
MINNESOTA/ITASCA,MARCELL 5 NE,47.6308,-93.6522
MINNESOTA/ITASCA,NORTHOME 3S,47.83583,-94.25556
MINNESOTA/ITASCA,GRAND RAPIDS ITASCA COUNTY AIRPORT,47.21111,-93.50972
MINNESOTA/ITASCA,POKEGAMA DAM,47.2508,-93.5861
MINNESOTA/ITASCA,WINNIBIGOSHISH DAM,47.4306,-94.0586
MINNESOTA/JACKSON,JACKSON,43.61944,-94.98611
MINNESOTA/JACKSON,LAKEFIELD,43.7022,-95.1519
MINNESOTA/JACKSON,JACKSON MUNICIPAL AIRPORT,43.65,-94.98639
MINNESOTA/KANABEC,MORA MUNICIPAL AIRPORT ,45.88583,-93.27167
MINNESOTA/KANABEC,MORA,45.8775,-93.3148
MINNESOTA/KANDIYOHI,WILLMAR RADIO KWLM,45.15,-95.03333
MINNESOTA/KANDIYOHI,WILLMAR,45.11667,-95.08333
MINNESOTA/KANDIYOHI,WILLMAR RTC,45.10778,-95.03583
MINNESOTA/KANDIYOHI,NEW LONDON,45.3049,-94.9393
MINNESOTA/KANDIYOHI,NEW LONDON SPICER,45.2597,-94.9461
MINNESOTA/KANDIYOHI,WILLMAR 2N,45.155,-95.04222
MINNESOTA/KITTSON,HALLOCK MUNICIPAL AIRPORT,48.7525,-96.94278
MINNESOTA/KITTSON,KARLSTAD 2SE,48.5558,-96.48
MINNESOTA/KITTSON,CARIBOU 2 S,48.95111,-96.46389
MINNESOTA/KITTSON,ST VINCENT ASC,48.93333,-97.23333
MINNESOTA/KITTSON,LAKE BRONSON,48.72444,-96.62139
MINNESOTA/KITTSON,ST VINCENT,48.96667,-97.21667
MINNESOTA/KITTSON,KARLSTAD,48.58333,-96.51667
MINNESOTA/KITTSON,DRAYTON N DAK 2 NE,48.56667,-97.15
MINNESOTA/KITTSON,LAKE BRONSON DAM,48.72278,-96.63389
MINNESOTA/KITTSON,HALLOCK,48.77139,-96.94056
MINNESOTA/KOOCHICHING,BIG FALLS,48.1969,-93.7994
MINNESOTA/KOOCHICHING,NORDEN,48.116667,-94.383333
MINNESOTA/KOOCHICHING,MANITOU,48.633333,-94.033333
MINNESOTA/KOOCHICHING,INTERNATIONAL FALLS INTL AP,48.5614,-93.3981
MINNESOTA/KOOCHICHING,INDUS 3 W,48.6236,-93.8992
MINNESOTA/KOOCHICHING,ORR 19 W,48.1,-93.23333
MINNESOTA/KOOCHICHING,MIZPAH,47.95,-94.21667
MINNESOTA/KOOCHICHING,LITTLEFORK 10 SW,48.36806,-93.72139
MINNESOTA/KOOCHICHING,INDUS,48.61667,-93.83333
MINNESOTA/KOOCHICHING,LITTLEFORK RANGER ST,48.4,-93.55
MINNESOTA/KOOCHICHING,CLEMENTSON 6 E,48.7,-94.3
MINNESOTA/KOOCHICHING,CENTRAL,48.7,-94.35
MINNESOTA/LAC QUI PARLE,MADISON SEWAGE PLANT,45.0024,-96.1661
MINNESOTA/LAC QUI PARLE,MONTEVIDEO 1 SW,44.9364,-95.7536
MINNESOTA/LAC QUI PARLE,DAWSON,44.9317,-96.0448
MINNESOTA/LAC QUI PARLE,MADISON LAC QUI PALRLE COUNTY AIRPORT,44.98611,-96.04333
MINNESOTA/LAC QUI PARLE,LAC QUI PARLE DAM,45.01667,-95.86667
MINNESOTA/LAKE,SPRUCE LAKE CAMP,47.3,-91.666667
MINNESOTA/LAKE,ISABELLA,47.633333,-91.333333
MINNESOTA/LAKE,GABBRO LAKE RESERVOIR,47.866667,-91.616667
MINNESOTA/LAKE,ISABELLA 14W,47.59333,-91.65139
MINNESOTA/LAKE,WOLF RIDGE E L C,47.45,-91.2167
MINNESOTA/LAKE,TWO HARBORS 7 NW,47.1253,-91.7067
MINNESOTA/LAKE,TWO HARBORS,47.0258,-91.6653
MINNESOTA/LAKE,ELY 25 E,47.9753,-91.4556
MINNESOTA/LAKE,SAND LAKE JUNCTION,47.58333,-91.66667
MINNESOTA/LAKE,TWO HARBORS RICHARD B HELGESON AIRPORT,47.04917,-91.745
MINNESOTA/LAKE,ISABELLA 1 W,47.6181,-91.3753
MINNESOTA/LAKE,SILVER BAY MUNICIPAL AIRPORT,47.24889,-91.41556
MINNESOTA/LAKE,WALES 2 ENE,47.2561,-91.7017
MINNESOTA/LAKE,BEAVER BAY 5SW,47.20028,-91.36722
MINNESOTA/LAKE,WINTON POWER PLANT,47.93333,-91.76667
MINNESOTA/LAKE,ELY 20 E,47.95,-91.5
MINNESOTA/LAKE OF THE WOODS,BAUDETTE,48.7094,-94.5869
MINNESOTA/LAKE OF THE WOODS,BAUDETTE 22 S,48.4,-94.65
MINNESOTA/LAKE OF THE WOODS,BAUDETTE 21 SSE,48.41667,-94.56667
MINNESOTA/LAKE OF THE WOODS,CLEMENTSON,48.68333,-94.43333
MINNESOTA/LAKE OF THE WOODS,BAUDETTE INTERNATIONAL AP,48.71667,-94.6
MINNESOTA/LAKE OF THE WOODS,WAYLAND 7 NW,48.51667,-94.46667
MINNESOTA/LAKE OF THE WOODS,CAMP NORRIS DNR,48.61,-95.1816
MINNESOTA/LAKE OF THE WOODS,WAYLAND 12 NW,48.6,-94.51667
MINNESOTA/LAKE OF THE WOODS,FLAG ISLAND AIRPORT,49.31833,-94.90278
MINNESOTA/LE SUEUR,LE SUEUR,44.4698,-93.9024
MINNESOTA/LE SUEUR,LE CENTER,44.4,-93.73333
MINNESOTA/LE SUEUR,LE CENTER 2 SE,44.38333,-93.71667
MINNESOTA/LE SUEUR,MONTGOMERY,44.4597,-93.6631
MINNESOTA/LE SUEUR,LE CENTER 5 E,44.38333,-93.61667
MINNESOTA/LE SUEUR,LE CENTER 10 SE,44.28333,-93.66667
MINNESOTA/LINCOLN,TYLER,44.278,-96.128
MINNESOTA/LINCOLN,TYLER,44.28333,-96.13333
MINNESOTA/LYON,MINNEOTA,44.563,-95.9969
MINNESOTA/LYON,MARSHALL RYAN FIELD,44.45,-95.81667
MINNESOTA/LYON,MARSHALL 2,44.45,-95.78333
MINNESOTA/LYON,ASH CREEK,43.5,-96.16667
MINNESOTA/LYON,TRACY MUNICIPAL AP,44.24917,-95.60722
MINNESOTA/LYON,LYND NO 1,44.36667,-95.86667
